Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,asin,text,title,location_and_date,verified,rating
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"hi! love this product it was my first time buying it so i'm happy and i get so happy seeing it in my bathroom :)what i was scared of and something i heard a lot about buying this product thru amazon is the color of the product being yellow-tinged. people were saying that these products were tampered with and fake. this is not true. they're not fake. the actual company addressed this issue and just says it's because of the ingredients and that we can check the product for expiration dates. even tho the color is yellow-tinged does not mean it is expired, it is just not fresh out the factory and most likely what they pull from the shelves for customer satisfaction and why we are able to get this product at a lower price.for the tampering, im not sure. there is no factory seal. i took off one star because my product was leaking and the entire individual skii package was wet :( that's precious $$ wasted. however, my skin feels great yay",color depends on date,"Reviewed in the United States on June 9, 2023",TRUE,4
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"I was worries it would be a dupe because of the price (and because a travel sized gift set I ordered from here wasn't genuine) but I was super excited when I opened and used it and discovered it's real sk-ii! I've used the essence off and on for several years, but due to the price, the ""off"" times were becoming longer and longer. I took a chance, figuring I'd just return it if it was fake..luckily, it wasn't and I was pleasantly surprised!",It's Real!,"Reviewed in the United States on October 29, 2023",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"This is the end all be all of essence my friends. I love my K-beauty but there is a REASON the Japanese SKII reigns Supreme. in just 2 weeks my skins tone is noticeably more even. My skin has cleared up and pores seems less noticeable! Literally after I apply my toner, I'll use the SKII essence and my face will ABSORB IT SO QUICK. For those sensitive to a slight sour smell, maybe avoid this. BUT the smell doesn't last and it comes from the fermentation process of the product...IT'S WORTH IT",There's a reason,"Reviewed in the United States on September 3, 2023",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,You have no idea how happy I was when I opened this package. I've gotten fake products before. It's awful! I know this product like the back of my hand. It came with clear plastic wrap around the burgundy SK-II box. No leaking. Sealed bottle and it smelled a little off (🤣 That's how it's supposed to smell!! Off and fermenty. NEVER FLORAL!!! it's not supposed to smell good! I trust this retailer for these products!,AUTHENTIC!!!!!,"Reviewed in the United States on August 5, 2023",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"I know SK essence has this distinct smell, but this one smells nothing.",Fake,"Reviewed in the United States on October 27, 2023",TRUE,1
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"Dries too fast, otherwise good.",Moisturizer,"Reviewed in the United States on August 11, 2023",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,"SKII Essence is pricy but worth every penny. Since I started using it my skin has improved immensely. As a test, I swiped it on my left arm - the one with the most age-related brown spots because I drive a lot - while leaving my right arm untouched. I couldn’t believe the difference after a few months of use, and after a year the spots in my left arm were nearly imperceptible. I have the larger bottle and it lasts me a year of daily use so I think there is very good value in this product. I can’t imagine ever not having SKII Essence in my daily regimen.",The Best Skincare Product on the Plsnet,"Reviewed in the United States on August 3, 2021",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,great,great,"Reviewed in the United States on June 6, 2023",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,Not much else to say. Wife swears by this stuff. A bit expensive in my opinion but hey Happy wife happy life.,Wife Loves it,"Reviewed in the United States on December 4, 2022",TRUE,5
Moisturizer,SK-II,Facial Treatment Essence,179,4.1,"Galactomyces Ferment Filtrate (Pitera), Pentylene Glycol, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,1,1,1,B0716YHHNH,This is a fake product! It doesn’t smell like SK2 at all! No wonder it’s cheaper than others.,Fake product!,"Reviewed in the United States on September 28, 2023",TRUE,1
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,Definitely a better value buying here as opposed to the high end retailers.,Works great !,"Reviewed in the United States on July 24, 2023",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,This is great but I don't find this 6.7 two jumbo size ( 13.4 oz ) total any more !,I can't find this double jumbo size any more on Amazon .........What a shame,"Reviewed in the United States on November 15, 2022",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,"Expensive but worth it!! I get eczema around my eyes this doesn't irritate my eyes and works very well for countering the effects of the eczema. Bonus is it is amazing for the rest of my skin and whe I say a little goes a long ways I mean it. This jar will probably last a year, heavily coating my breakout areas at night and lightly using it morning and night for the rest of my face, neck and décolletage. I love it!",Works! Light not sticky or greasy,"Reviewed in the United States on October 31, 2021",TRUE,4
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,This product is really unique.  Nothing compares to it for non-greasy pure moisture.,Excellent product; nothing compares!,"Reviewed in the United States on January 15, 2022",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,The best moisturizer ever. It’s light weight and so nourishing. Leaves my skin so soft and soaks in so no sticky feeling.,Best moisturizer ever,"Reviewed in the United States on July 14, 2021",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,Awesome product....love it!!!! The oversized jars are just awesome,Super large containers,"Reviewed in the United States on December 13, 2021",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,"Other than good product, the best of all, it can be shipped free to Hong Kong.",My friend has been using this product Best value bought in Amason.,"Reviewed in the United States on August 6, 2021",TRUE,5
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,"Dimethicone, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Red 4 (Ci 14700), Yellow 5 (Ci 19140)",1,1,1,1,1,B08PK8G9XM,2 bottles but cheaper than one bottle. And really moisturizing,Great,"Reviewed in the United States on December 17, 2020",TRUE,5
Moisturizer,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,30,3.9,"Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",0,0,0,0,0,B00S560WPE,"I have used bareMinerals for a long time, so I knew it was a product that worked for me. I always purchase the color.,”Natural 05”, but a color called “vanilla 02” is what I was sent. I almost sent it back but used it and it seems to be working out. I if your skin doesn’t require heavy coverage for age spots, I think you’ll be very happy with this product.","The color I received,vanilla 02 is a bit pinker and lighter than natural 05, but it works","Reviewed in the United States on November 7, 2023",TRUE,4
Moisturizer,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,30,3.9,"Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",0,0,0,0,0,B00S560WPE,"I love how light it feels on my face.  The color was more Orange-ish than what I use.  I made it work by applying all over face and neck,  then taking soft baby wash cloth and  gently rubbing it.  Looks totally real!",Full coverage,"Reviewed in the United States on November 12, 2023",TRUE,4
Moisturizer,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,30,3.9,"Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",0,0,0,0,0,B00S560WPE,I loved the product.  I don't like to be bugged for ratings.,Great Product,"Reviewed in the United States on November 8, 2023",TRUE,5
